"code","billable","short_desc","long_desc","code_system","version"
"0081",TRUE,"Arizona enteritis","Intestinal infection due to arizona group of paracolon bacilli","ICD-9-CM","32"
"0082",TRUE,"Aerobacter enteritis","Intestinal infection due to aerobacter aerogenes","ICD-9-CM","32"
"0083",TRUE,"Proteus enteritis","Intestinal infection due to proteus (mirabilis) (morganii)","ICD-9-CM","32"
"00841",TRUE,"Staphylococc enteritis","Intestinal infection due to staphylococcus","ICD-9-CM","32"
"00842",TRUE,"Pseudomonas enteritis","Intestinal infection due to pseudomonas","ICD-9-CM","32"
"00843",TRUE,"Int infec campylobacter","Intestinal infection due to campylobacter","ICD-9-CM","32"
"00844",TRUE,"Int inf yrsnia entrcltca","Intestinal infection due to yersinia enterocolitica","ICD-9-CM","32"
"00845",TRUE,"Int inf clstrdium dfcile","Intestinal infection due to Clostridium difficile","ICD-9-CM","32"
"00846",TRUE,"Intes infec oth anerobes","Intestinal infection due to other anaerobes","ICD-9-CM","32"
"00847",TRUE,"Int inf oth grm neg bctr","Intestinal infection due to other gram-negative bacteria","ICD-9-CM","32"
"00849",TRUE,"Bacterial enteritis NEC","Intestinal infection due to other organisms","ICD-9-CM","32"
"0085",TRUE,"Bacterial enteritis NOS","Bacterial enteritis, unspecified","ICD-9-CM","32"
"00861",TRUE,"Intes infec rotavirus","Enteritis due to rotavirus","ICD-9-CM","32"
"00862",TRUE,"Intes infec adenovirus","Enteritis due to adenovirus","ICD-9-CM","32"
"00863",TRUE,"Int inf norwalk virus","Enteritis due to norwalk virus","ICD-9-CM","32"
"00864",TRUE,"Int inf oth sml rnd vrus","Enteritis due to other small round viruses [SRV's]","ICD-9-CM","32"
"00865",TRUE,"Enteritis d/t calicivirs","Enteritis due to calicivirus","ICD-9-CM","32"
"00866",TRUE,"Intes infec astrovirus","Enteritis due to astrovirus","ICD-9-CM","32"
"00867",TRUE,"Int inf enterovirus NEC","Enteritis due to enterovirus nec","ICD-9-CM","32"
"00869",TRUE,"Other viral intes infec","Enteritis due to other viral enteritis","ICD-9-CM","32"
"0088",TRUE,"Viral enteritis NOS","Intestinal infection due to other organism, not elsewhere classified","ICD-9-CM","32"
"0090",TRUE,"Infectious enteritis NOS","Infectious colitis, enteritis, and gastroenteritis","ICD-9-CM","32"
"0091",TRUE,"Enteritis of infect orig","Colitis, enteritis, and gastroenteritis of presumed infectious origin","ICD-9-CM","32"
"0092",TRUE,"Infectious diarrhea NOS","Infectious diarrhea","ICD-9-CM","32"
"0093",TRUE,"Diarrhea of infect orig","Diarrhea of presumed infectious origin","ICD-9-CM","32"
"01000",TRUE,"Prim TB complex-unspec","Primary tuberculous infection, unspecified","ICD-9-CM","32"
"01001",TRUE,"Prim TB complex-no exam","Primary tuberculous infection, bacteriological or histological examination not done","ICD-9-CM","32"
"01002",TRUE,"Prim TB complex-exm unkn","Primary tuberculous infection, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01003",TRUE,"Prim TB complex-micro dx","Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01004",TRUE,"Prim TB complex-cult dx","Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01005",TRUE,"Prim TB complex-histo dx","Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01006",TRUE,"Prim TB complex-oth test","Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01010",TRUE,"Prim TB pleurisy-unspec","Tuberculous pleurisy in primary progressive tuberculosis, unspecified","ICD-9-CM","32"
"01011",TRUE,"Prim TB pleurisy-no exam","Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done","ICD-9-CM","32"
"01012",TRUE,"Prim TB pleur-exam unkn","Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01013",TRUE,"Prim TB pleuris-micro dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01014",TRUE,"Prim TB pleurisy-cult dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01015",TRUE,"Prim TB pleuris-histo dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01016",TRUE,"Prim TB pleuris-oth test","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01080",TRUE,"Prim prog TB NEC-unspec","Other primary progressive tuberculosis, unspecified","ICD-9-CM","32"
"01081",TRUE,"Prim prog TB NEC-no exam","Other primary progressive tuberculosis, bacteriological or histological examination not done","ICD-9-CM","32"
"01082",TRUE,"Prim pr TB NEC-exam unkn","Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01083",TRUE,"Prim prg TB NEC-micro dx","Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01084",TRUE,"Prim prog TB NEC-cult dx","Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01085",TRUE,"Prim prg TB NEC-histo dx","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01086",TRUE,"Prim prg TB NEC-oth test","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01090",TRUE,"Primary TB NOS-unspec","Primary tuberculous infection, unspecified, unspecified","ICD-9-CM","32"
"01091",TRUE,"Primary TB NOS-no exam","Primary tuberculous infection, unspecified, bacteriological or histological examination not done","ICD-9-CM","32"
"01092",TRUE,"Primary TB NOS-exam unkn","Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01093",TRUE,"Primary TB NOS-micro dx","Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01094",TRUE,"Primary TB NOS-cult dx","Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01095",TRUE,"Primary TB NOS-histo dx","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01096",TRUE,"Primary TB NOS-oth test","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01100",TRUE,"TB lung infiltr-unspec","Tuberculosis of lung, infiltrative, unspecified","ICD-9-CM","32"
"01101",TRUE,"TB lung infiltr-no exam","Tuberculosis of lung, infiltrative, bacteriological or histological examination not done","ICD-9-CM","32"
"01102",TRUE,"TB lung infiltr-exm unkn","Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01103",TRUE,"TB lung infiltr-micro dx","Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01104",TRUE,"TB lung infiltr-cult dx","Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01105",TRUE,"TB lung infiltr-histo dx","Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01106",TRUE,"TB lung infiltr-oth test","Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01110",TRUE,"TB lung nodular-unspec","Tuberculosis of lung, nodular, unspecified","ICD-9-CM","32"
"01111",TRUE,"TB lung nodular-no exam","Tuberculosis of lung, nodular, bacteriological or histological examination not done","ICD-9-CM","32"
"01112",TRUE,"TB lung nodul-exam unkn","Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01113",TRUE,"TB lung nodular-micro dx","Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01114",TRUE,"TB lung nodular-cult dx","Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01115",TRUE,"TB lung nodular-histo dx","Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01116",TRUE,"TB lung nodular-oth test","Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01120",TRUE,"TB lung w cavity-unspec","Tuberculosis of lung with cavitation, unspecified","ICD-9-CM","32"
"01121",TRUE,"TB lung w cavity-no exam","Tuberculosis of lung with cavitation, bacteriological or histological examination not done","ICD-9-CM","32"
"01122",TRUE,"TB lung cavity-exam unkn","Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01123",TRUE,"TB lung w cavit-micro dx","Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01124",TRUE,"TB lung w cavity-cult dx","Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01125",TRUE,"TB lung w cavit-histo dx","Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01126",TRUE,"TB lung w cavit-oth test","Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01130",TRUE,"TB of bronchus-unspec","Tuberculosis of bronchus, unspecified","ICD-9-CM","32"
"01131",TRUE,"TB of bronchus-no exam","Tuberculosis of bronchus, bacteriological or histological examination not done","ICD-9-CM","32"
"01132",TRUE,"TB of bronchus-exam unkn","Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01133",TRUE,"TB of bronchus-micro dx","Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01134",TRUE,"TB of bronchus-cult dx","Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture","ICD-9-CM","32"
"01135",TRUE,"TB of bronchus-histo dx","Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01136",TRUE,"TB of bronchus-oth test","Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01140",TRUE,"TB lung fibrosis-unspec","Tuberculous fibrosis of lung, unspecified","ICD-9-CM","32"
"01141",TRUE,"TB lung fibrosis-no exam","Tuberculous fibrosis of lung, bacteriological or histological examination not done","ICD-9-CM","32"
"01142",TRUE,"TB lung fibros-exam unkn","Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01143",TRUE,"TB lung fibros-micro dx","Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01144",TRUE,"TB lung fibrosis-cult dx","Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01145",TRUE,"TB lung fibros-histo dx","Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01146",TRUE,"TB lung fibros-oth test","Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01150",TRUE,"TB bronchiectasis-unspec","Tuberculous bronchiectasis, unspecified","ICD-9-CM","32"
"01151",TRUE,"TB bronchiect-no exam","Tuberculous bronchiectasis, bacteriological or histological examination not done","ICD-9-CM","32"
"01152",TRUE,"TB bronchiect-exam unkn","Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01153",TRUE,"TB bronchiect-micro dx","Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01154",TRUE,"TB bronchiect-cult dx","Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01155",TRUE,"TB bronchiect-histo dx","Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01156",TRUE,"TB bronchiect-oth test","Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01160",TRUE,"TB pneumonia-unspec","Tuberculous pneumonia [any form], unspecified","ICD-9-CM","32"
"01161",TRUE,"TB pneumonia-no exam","Tuberculous pneumonia [any form], bacteriological or histological examination not done","ICD-9-CM","32"
"01162",TRUE,"TB pneumonia-exam unkn","Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01163",TRUE,"TB pneumonia-micro dx","Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01164",TRUE,"TB pneumonia-cult dx","Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01165",TRUE,"TB pneumonia-histo dx","Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01166",TRUE,"TB pneumonia-oth test","Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01170",TRUE,"TB pneumothorax-unspec","Tuberculous pneumothorax, unspecified","ICD-9-CM","32"
"01171",TRUE,"TB pneumothorax-no exam","Tuberculous pneumothorax, bacteriological or histological examination not done","ICD-9-CM","32"
"01172",TRUE,"TB pneumothorx-exam unkn","Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01173",TRUE,"TB pneumothorax-micro dx","Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01174",TRUE,"TB pneumothorax-cult dx","Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01175",TRUE,"TB pneumothorax-histo dx","Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01176",TRUE,"TB pneumothorax-oth test","Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01180",TRUE,"Pulmonary TB NEC-unspec","Other specified pulmonary tuberculosis, unspecified","ICD-9-CM","32"
"01181",TRUE,"Pulmonary TB NEC-no exam","Other specified pulmonary tuberculosis, bacteriological or histological examination not done","ICD-9-CM","32"
"01182",TRUE,"Pulmon TB NEC-exam unkn","Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01183",TRUE,"Pulmon TB NEC-micro dx","Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01184",TRUE,"Pulmon TB NEC-cult dx","Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01185",TRUE,"Pulmon TB NEC-histo dx","Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01186",TRUE,"Pulmon TB NEC-oth test","Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01190",TRUE,"Pulmonary TB NOS-unspec","Pulmonary tuberculosis, unspecified, unspecified","ICD-9-CM","32"
"01191",TRUE,"Pulmonary TB NOS-no exam","Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done","ICD-9-CM","32"
"01192",TRUE,"Pulmon TB NOS-exam unkn","Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01193",TRUE,"Pulmon TB NOS-micro dx","Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01194",TRUE,"Pulmon TB NOS-cult dx","Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01195",TRUE,"Pulmon TB NOS-histo dx","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01196",TRUE,"Pulmon TB NOS-oth test","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01200",TRUE,"TB pleurisy-unspec","Tuberculous pleurisy, unspecified","ICD-9-CM","32"
"01201",TRUE,"TB pleurisy-no exam","Tuberculous pleurisy, bacteriological or histological examination not done","ICD-9-CM","32"
"01202",TRUE,"TB pleurisy-exam unkn","Tuberculous pleurisy, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01203",TRUE,"TB pleurisy-micro dx","Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01204",TRUE,"TB pleurisy-cult dx","Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01205",TRUE,"TB pleurisy-histolog dx","Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01206",TRUE,"TB pleurisy-oth test","Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01210",TRUE,"TB thoracic nodes-unspec","Tuberculosis of intrathoracic lymph nodes, unspecified","ICD-9-CM","32"
"01211",TRUE,"TB thorax node-no exam","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done","ICD-9-CM","32"
"01212",TRUE,"TB thorax node-exam unkn","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01213",TRUE,"TB thorax node-micro dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01214",TRUE,"TB thorax node-cult dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01215",TRUE,"TB thorax node-histo dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01216",TRUE,"TB thorax node-oth test","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01220",TRUE,"Isol tracheal tb-unspec","Isolated tracheal or bronchial tuberculosis, unspecified","ICD-9-CM","32"
"01221",TRUE,"Isol tracheal tb-no exam","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done","ICD-9-CM","32"
"01222",TRUE,"Isol trach tb-exam unkn","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01223",TRUE,"Isolat trach tb-micro dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01224",TRUE,"Isol tracheal tb-cult dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01225",TRUE,"Isolat trach tb-histo dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01226",TRUE,"Isolat trach tb-oth test","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01230",TRUE,"TB laryngitis-unspec","Tuberculous laryngitis, unspecified","ICD-9-CM","32"
"01231",TRUE,"TB laryngitis-no exam","Tuberculous laryngitis, bacteriological or histological examination not done","ICD-9-CM","32"
"01232",TRUE,"TB laryngitis-exam unkn","Tuberculous laryngitis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01233",TRUE,"TB laryngitis-micro dx","Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01234",TRUE,"TB laryngitis-cult dx","Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01235",TRUE,"TB laryngitis-histo dx","Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01236",TRUE,"TB laryngitis-oth test","Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01280",TRUE,"Resp TB NEC-unspec","Other specified respiratory tuberculosis, unspecified","ICD-9-CM","32"
"01281",TRUE,"Resp TB NEC-no exam","Other specified respiratory tuberculosis, bacteriological or histological examination not done","ICD-9-CM","32"
"01282",TRUE,"Resp TB NEC-exam unkn","Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)","ICD-9-CM","32"
"01283",TRUE,"Resp TB NEC-micro dx","Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy","ICD-9-CM","32"
"01284",TRUE,"Resp TB NEC-cult dx","Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","ICD-9-CM","32"
"01285",TRUE,"Resp TB NEC-histo dx","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","ICD-9-CM","32"
"01286",TRUE,"Resp TB NEC-oth test","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","ICD-9-CM","32"
"01300",TRUE,"TB meningitis-unspec","Tuberculous meningitis, unspecified","ICD-9-CM","32"
